Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
005930,KR7005930003,삼성전자,KOSPI,,62700,2,-200,-0.32,62500,62700,62200,11016987,687935486500,373708387630000,5969782550,STK
373220,KR7373220003,LG에너지솔루션,KOSPI,,583000,1,6000,1.04,578000,585000,577000,363161,210643395000,136188000000000,234000000,STK
000660,KR7000660001,SK하이닉스,KOSPI,,86900,2,-1500,-1.7,87400,88700,86500,2992868,260802649300,63263405518500,728002365,STK
207940,KR7207940008,삼성바이오로직스,KOSPI,,791000,2,-6000,-0.75,797000,801000,790000,60575,48194855000,56298634000000,71174000,STK
006400,KR7006400006,삼성SDI,KOSPI,,735000,1,13000,1.8,716000,735000,716000,265013,192500625000,50198106900000,68764530,STK
051910,KR7051910008,LG화학,KOSPI,,705000,1,1000,0.14,704000,708000,695000,143780,101107595000,49838194158000,70592343,STK
005935,KR7005931001,삼성전자우,KOSPI,,53300,1,300,0.57,52800,53300,52600,972767,51462603300,43777572440000,822886700,STK
005380,KR7005380001,현대차,KOSPI,,180400,1,3300,1.86,175800,180700,175800,569970,101821597100,38117977381200,211531506,STK
035420,KR7035420009,NAVER,KOSPI,,199100,2,-400,-0.2,198000,201000,198000,435075,86579780600,32629363006500,164049085,STK
000270,KR7000270009,기아,KOSPI,,79500,1,2600,3.38,77600,79500,77500,1497032,117939422000,32185849751800,405363347,STK
005490,KR7005490008,POSCO홀딩스,KOSPI,,341000,1,2000,0.59,344000,344500,336500,704601,239243362000,28796503815000,84571230,STK
035720,KR7035720002,카카오,KOSPI,,60400,2,-300,-0.49,60800,61400,60100,1129631,68400843500,26913541051200,445588428,STK
247540,KR7247540008,에코프로비엠,KOSDAQ GLOBAL,우량기업부,233000,1,9000,4.02,222500,235500,219000,3183684,730460444000,22689911808000,97801344,KSQ
068270,KR7068270008,셀트리온,KOSPI,,150500,2,-700,-0.46,152200,153100,149500,516248,78021039800,21207415194000,140819490,STK
003670,KR7003670007,포스코케미칼,KOSPI,,266000,1,500,0.19,265500,269500,263000,794109,211126668500,20605216520000,77463220,STK
012330,KR7012330007,현대모비스,KOSPI,,215500,1,2000,0.94,214000,215500,213000,137246,29457738000,20318437757000,94285094,STK
028260,KR7028260008,삼성물산,KOSPI,,108200,1,100,0.09,108100,108700,107600,164753,17808289900,20239870872300,186887081,STK
105560,KR7105560007,KB금융,KOSPI,,48050,1,150,0.31,47600,48200,47600,1088188,52188931800,19627059264000,408897068,STK
066570,KR7066570003,LG전자,KOSPI,,113700,1,1900,1.7,112900,114500,112700,549211,62460996200,18623121233200,163647814,STK
055550,KR7055550008,신한지주,KOSPI,,36200,1,250,0.7,36000,36250,35750,1043115,37613707050,18443451501250,508784869,STK
096770,KR7096770003,SK이노베이션,KOSPI,,164500,1,1300,0.8,164000,166600,162200,480285,78788760700,15201338721600,92465564,STK
003550,KR7003550001,LG,KOSPI,,83500,1,300,0.36,83700,84400,82700,191062,15933883600,13118902816200,157300993,STK
086520,KR7086520004,에코프로,KOSDAQ,우량기업부,498500,1,65000,14.99,431500,499000,423000,2692945,1282462917000,12834472165000,25797934,KSQ
032830,KR7032830002,삼성생명,KOSPI,,63400,1,600,0.96,63100,63700,62600,219114,13859004200,12680000000000,200000000,STK
034730,KR7034730002,SK,KOSPI,,165700,2,-400,-0.24,166200,167300,164300,140740,23297510100,12286543815300,74149329,STK
015760,KR7015760002,한국전력,KOSPI,,18670,1,270,1.47,18410,18860,18410,2231083,41735274600,12023987162210,641964077,STK
086790,KR7086790003,하나금융지주,KOSPI,,40450,2,-300,-0.74,40250,41200,40200,1492665,60520010950,11969295604200,295903476,STK
033780,KR7033780008,KT&G,KOSPI,,86000,1,600,0.7,85500,86300,84700,529059,45231992600,11765966992900,137292497,STK
009150,KR7009150004,삼성전기,KOSPI,,154500,2,-900,-0.58,155400,155800,152800,219217,33742183000,11532706662400,74693696,STK
323410,KR7323410001,카카오뱅크,KOSPI,,24100,2,-550,-2.23,24650,24700,24000,1134201,27446727900,11513081108550,476732137,STK
017670,KR7017670001,SK텔레콤,KOSPI,,48850,1,350,0.72,48500,48950,48400,798940,38895842500,10700940741600,218833144,STK
034020,KR7034020008,두산에너빌리티,KOSPI,,16650,1,550,3.42,16170,16920,15970,7417093,121665381250,10621445669120,638308033,STK
010130,KR7010130003,고려아연,KOSPI,,533000,2,-1000,-0.19,536000,541000,532000,32552,17429524000,10587063214000,19863158,STK
066970,KR7066970005,엘앤에프,KOSDAQ GLOBAL,중견기업부,288500,2,-500,-0.17,286000,295500,281000,1485570,428567357500,10391284166000,36018316,KSQ
000810,KR7000810002,삼성화재,KOSPI,,207500,1,5000,2.47,203000,208000,203000,63069,12996894000,9806591259000,47374837,STK
011200,KR7011200003,HMM,KOSPI,,19910,2,-140,-0.7,20100,20200,19860,877547,17511070980,9756337945200,489039496,STK
091990,KR7091990002,셀트리온헬스케어,KOSDAQ GLOBAL,우량기업부,59700,2,-800,-1.32,61200,61300,59300,867891,52141591800,9479325408900,158252511,KSQ
018260,KR7018260000,삼성에스디에스,KOSPI,,121300,1,1900,1.59,119700,121900,119600,95018,11502532000,9370451580000,77377800,STK
051900,KR7051900009,LG생활건강,KOSPI,,595000,1,7000,1.19,589000,598000,588000,58180,34508367000,9292827215000,15618197,STK
010950,KR7010950004,S-Oil,KOSPI,,79000,1,1100,1.41,78900,79200,78100,271964,21442436400,8894040568000,112582792,STK
329180,KR7329180004,현대중공업,KOSPI,,99500,2,-200,-0.2,99800,100400,98500,136917,13583472400,8832925042000,88773116,STK
259960,KR7259960003,크래프톤,KOSPI,,174300,2,-5200,-2.9,178700,179800,172600,229204,40075706700,8582059647000,49237290,STK
003490,KR7003490000,대한항공,KOSPI,,23000,1,300,1.32,22700,23200,22700,1291946,29668455000,8487486236050,368220661,STK
316140,KR7316140003,우리금융지주,KOSPI,,11250,1,60,0.54,11140,11290,11130,1479473,16584095700,8183400570760,728060549,STK
036570,KR7036570000,엔씨소프트,KOSPI,,371000,2,-1500,-0.4,372000,375000,365500,101835,37590921500,8133965151000,21954022,STK
009830,KR7009830001,한화솔루션,KOSPI,,41600,0,0,0.0,0,0,0,0,0,7957185475200,191278497,STK
090430,KR7090430000,아모레퍼시픽,KOSPI,,135900,1,3600,2.72,132400,138000,132400,354148,48041681200,7949165948100,58492759,STK
024110,KR7024110009,기업은행,KOSPI,,9930,1,160,1.64,9800,9940,9800,915650,9049581220,7910464620480,797425869,STK
011170,KR7011170008,롯데케미칼,KOSPI,,183800,2,-2100,-1.13,186000,188800,183500,83284,15438161800,7874954637900,42775419,STK
352820,KR7352820005,하이브,KOSPI,,190100,1,2800,1.49,186000,191300,186000,169140,32100471600,7857143530000,41353387,STK
030200,KR7030200000,KT,KOSPI,,29200,2,-850,-2.83,30050,30050,29000,3142461,92260626950,7650575974400,261111808,STK
377300,KR7377300009,카카오페이,KOSPI,,53800,2,-1300,-2.36,55200,55400,53600,410739,22213829900,7219151406000,133687989,STK
138040,KR7138040001,메리츠금융지주,KOSPI,,38850,2,-550,-1.4,39050,39400,38550,614737,23879066650,6778121553000,174244770,STK
011070,KR7011070000,LG이노텍,KOSPI,,269000,1,1500,0.56,268000,272500,266500,134801,36326625500,6366451783000,23667107,STK
086280,KR7086280005,현대글로비스,KOSPI,,159000,1,1300,0.82,158200,159700,157800,80734,12812536300,5955000000000,37500000,STK
028050,KR7028050003,삼성엔지니어링,KOSPI,,30000,1,100,0.33,29900,30200,29600,890360,26596934500,5870200000000,196000000,STK
034220,KR7034220004,LG디스플레이,KOSPI,,16060,2,-210,-1.29,16330,16490,15700,2905608,46599647430,5742941985000,357815700,STK
251270,KR7251270005,넷마블,KOSPI,,65300,1,100,0.15,65200,66700,64500,219298,14380629200,5612763680600,85953502,STK
271560,KR7271560005,오리온,KOSPI,,137400,1,2700,2.0,136800,137500,134700,65493,8940984700,5428310923600,39536132,STK
009540,KR7009540006,한국조선해양,KOSPI,,76000,3,0,0.0,76100,77300,75500,190057,14484011100,5392911439200,70773116,STK
402340,KR7402340004,SK스퀘어,KOSPI,,38050,1,700,1.87,37450,38750,37400,425889,16255138100,5375767698000,141467571,STK
383220,KR7383220001,F&F,KOSPI,,138000,2,-1500,-1.08,140500,141200,137700,75456,10460994300,5286376350000,38307075,STK
005830,KR7005830005,DB손해보험,KOSPI,,74500,1,2500,3.47,72400,75100,71900,237429,17549017500,5281680000000,70800000,STK
302440,KR7302440003,SK바이오사이언스,KOSPI,,68700,2,-1200,-1.72,69900,70500,68400,211679,14598933900,5275063960200,76784046,STK
088980,KR7088980008,맥쿼리인프라,KOSPI,,12450,1,10,0.08,12440,12520,12420,370477,4616831030,5040327060150,404845547,STK
361610,KR7361610009,SK아이이테크놀로지,KOSPI,,68400,1,1800,2.7,66500,69800,66000,488176,33064214800,4876755292800,71297592,STK
097950,KR7097950000,CJ제일제당,KOSPI,,322000,1,1000,0.31,320000,323000,317000,40391,12934786500,4839920799000,15054186,STK
012450,KR7012450003,한화에어로스페이스,KOSPI,,94800,2,-500,-0.52,95600,95700,93300,383554,36256571000,4809850000000,50630000,STK
032640,KR7032640005,LG유플러스,KOSPI,,10920,1,50,0.46,10870,10930,10810,1736106,18882240700,4754697721290,436611361,STK
326030,KR7326030004,SK바이오팜,KOSPI,,60700,2,-1100,-1.78,61900,62500,60600,94677,5785772000,4753614275000,78313250,STK
018880,KR7018880005,한온시스템,KOSPI,,8680,1,190,2.24,8540,8690,8510,971242,8366031670,4622708000000,533800000,STK
267250,KR7267250009,HD현대,KOSPI,,57800,1,100,0.17,58000,58200,57400,78283,4519250600,4573699621500,78993085,STK
047810,KR7047810007,한국항공우주,KOSPI,,46050,1,50,0.11,45600,46300,45600,587632,27001531500,4493602432700,97475107,STK
005070,KR7005070008,코스모신소재,KOSPI,,145900,1,10100,7.44,138200,149500,138100,1669673,244111355300,4471945300400,30650756,STK
001570,KR7001570001,금양,KOSPI,,77000,1,1500,1.99,75500,78600,73000,1908690,145663148000,4464047845300,58050037,STK
004020,KR7004020004,현대제철,KOSPI,,33400,2,-700,-2.05,34150,34200,33300,435901,14605386300,4450416929750,133445785,STK
010140,KR7010140002,삼성중공업,KOSPI,,5040,2,-10,-0.2,5080,5180,5000,5082523,25829598120,4435200000000,880000000,STK
241560,KR7241560002,두산밥캣,KOSPI,,42300,2,-200,-0.47,42450,43050,42050,156190,6618773400,4245552180100,100249166,STK
035250,KR7035250000,강원랜드,KOSPI,,19830,1,370,1.9,19450,19890,19390,725935,14311671190,4242440115000,213940500,STK
011780,KR7011780004,금호석유,KOSPI,,143500,1,1500,1.06,144300,145600,142500,79516,11422449800,4212466634400,29314312,STK
161390,KR7161390000,한국타이어앤테크놀로지,KOSPI,,33600,2,-250,-0.74,33950,34400,33450,286744,9675645500,4162202318400,123875069,STK
011790,KR7011790003,SKC,KOSPI,,108000,1,2700,2.56,105300,109300,103200,292053,31194071000,4085989354200,37868298,STK
000720,KR7000720003,현대건설,KOSPI,,35850,2,-50,-0.14,35800,36550,35600,430635,15483632650,3997671963500,111355765,STK
006800,KR7006800007,미래에셋증권,KOSPI,,6410,1,60,0.94,6370,6460,6370,568244,3639863770,3886131339360,605316408,STK
000100,KR7000100008,유한양행,KOSPI,,50400,2,-200,-0.4,50600,50800,50100,128348,6458875800,3870252178500,76638657,STK
028300,KR7028300002,HLB,KOSDAQ,중견기업부,32900,2,-1100,-3.24,34000,34000,32750,984170,32716058950,3864831070100,117472069,KSQ
008560,KR7008560005,메리츠증권,KOSPI,,6210,2,-70,-1.11,6340,6340,6140,1029014,6388065480,3807101184010,615040579,STK
047050,KR7047050000,포스코인터내셔널,KOSPI,,21500,2,-150,-0.69,21550,21750,21150,555519,11873885300,3791136081400,175922788,STK
021240,KR7021240007,코웨이,KOSPI,,51300,1,100,0.2,51400,51800,51000,80429,4133788900,3778540492800,73799619,STK
078930,KR7078930005,GS,KOSPI,,39900,1,100,0.25,39900,40250,39750,98747,3945273600,3716615120000,92915378,STK
029780,KR7029780004,삼성카드,KOSPI,,30300,1,200,0.66,30200,30400,30050,72479,2194595100,3510524397300,115858891,STK
005387,KR7005382007,현대차2우B,KOSPI,,95600,1,1000,1.06,94600,95600,93900,51829,4922078900,3442292894100,36120597,STK
293490,KR7293490009,카카오게임즈,KOSDAQ GLOBAL,우량기업부,41150,3,0,0.0,41050,41200,40550,375649,15353497600,3386826799500,82404545,KSQ
002790,KR7002790004,아모레G,KOSPI,,39350,1,1200,3.15,38000,39600,37950,268953,10510400250,3248852292000,82458180,STK
128940,KR7128940004,한미약품,KOSPI,,255000,2,-2500,-0.97,258000,259000,254000,15431,3948400000,3209631369000,12562158,STK
008770,KR7008770000,호텔신라,KOSPI,,80800,1,2000,2.54,78900,81100,78800,445385,35851096800,3171248176800,39248121,STK
282330,KR7282330000,BGF리테일,KOSPI,,181100,1,300,0.17,182000,183000,179700,11694,2120356200,3126658595400,17283906,STK
307950,KR7307950006,현대오토에버,KOSPI,,113700,1,4000,3.65,109800,114200,109600,66834,7492752000,3120849151600,27423982,STK
068760,KR7068760008,셀트리온제약,KOSDAQ,우량기업부,82400,2,-1100,-1.32,84500,84900,81300,546873,45425950200,3099714735000,37709425,KSQ
028670,KR7028670008,팬오션,KOSPI,,5750,2,-60,-1.03,5820,5820,5690,2146568,12313002710,3068428998880,534569512,STK
020150,KR7020150009,일진머티리얼즈,KOSPI,,66500,1,1800,2.78,64100,67100,64100,593740,39085198000,3061759444000,46110835,STK
003410,KR7003410008,쌍용C&E,KOSPI,,6010,1,30,0.5,5990,6060,5930,923419,5538104510,3033234761900,503859595,STK
112610,KR7112610001,씨에스윈드,KOSPI,,71700,1,400,0.56,71800,72400,70700,189064,13493956400,3019472454800,42171403,STK
071050,KR7071050009,한국금융지주,KOSPI,,54200,2,-400,-0.73,54900,55200,53800,155842,8459138500,3014776167200,55725992,STK
001450,KR7001450006,현대해상,KOSPI,,33700,1,250,0.75,33350,33800,33200,176468,5926053600,3003840000000,89400000,STK
263750,KR7263750002,펄어비스,KOSDAQ GLOBAL,우량기업부,46750,1,950,2.07,45800,47150,45150,334650,15493917250,2990179050250,64235855,KSQ
004990,KR7004990008,롯데지주,KOSPI,,28100,2,-250,-0.88,28500,28500,28000,107869,3037391700,2947949559700,104909237,STK
007070,KR7007070006,GS리테일,KOSPI,,28200,1,600,2.17,27800,28250,27800,158033,4442249200,2947809504300,104717922,STK
180640,KR7180640005,한진칼,KOSPI,,43950,1,400,0.92,44000,44800,43300,70825,3119001550,2944195203600,66761796,STK
048260,KR7048260004,오스템임플란트,KOSDAQ,중견기업부,188500,3,0,0.0,188500,188800,188400,79233,14936874200,2934610339200,15576488,KSQ
001040,KR7001040005,CJ,KOSPI,,100200,1,200,0.2,100500,101000,99400,42579,4256795300,2911864400400,29176998,STK
139480,KR7139480008,이마트,KOSPI,,104200,1,400,0.39,103000,104800,103000,61660,6423697200,2904660339800,27875819,STK
005940,KR7005940002,NH투자증권,KOSPI,,8700,1,50,0.58,8650,8820,8650,401884,3500611870,2895443490330,331665921,STK
052690,KR7052690005,한전기술,KOSPI,,74600,1,1600,2.19,72900,75000,72000,200047,14715087000,2835924000000,38220000,STK
064350,KR7064350002,현대로템,KOSPI,,25550,2,-150,-0.58,25800,25800,25400,812057,20748264950,2794042700800,109142293,STK
016360,KR7016360000,삼성증권,KOSPI,,31250,1,150,0.48,31100,31600,31100,206723,6469708700,2786160000000,89300000,STK
000990,KR7000990002,DB하이텍,KOSPI,,62800,1,1400,2.28,60200,68000,57300,4803615,301653120000,2783791467600,44398588,STK
010620,KR7010620003,현대미포조선,KOSPI,,69000,2,-1300,-1.85,70600,71100,68600,201738,13997287800,2760002495900,39942149,STK
035900,KR7035900000,JYP Ent.,KOSDAQ GLOBAL,우량기업부,77200,2,-100,-0.13,76600,77600,75900,288752,22180382300,2740406382400,35497492,KSQ
008930,KR7008930000,한미사이언스,KOSPI,,37650,1,200,0.53,37450,37900,36550,186512,6943157100,2637376638000,69956940,STK
039490,KR7039490008,키움증권,KOSPI,,98600,1,2500,2.6,96500,98800,96100,51097,5023566000,2577378127900,26219513,STK
042660,KR7042660001,대우조선해양,KOSPI,,23850,2,-1050,-4.22,24900,25100,23800,431423,10426659350,2569611522550,107290669,STK
277810,KR7277810008,레인보우로보틱스,KOSDAQ,기술성장기업부,134700,2,-3100,-2.25,135500,138500,133300,821388,111018963600,2564917244800,19027576,KSQ
036460,KR7036460004,한국가스공사,KOSPI,,27500,1,150,0.55,27350,27900,27200,336319,9286841900,2552454450000,92313000,STK
006260,KR7006260004,LS,KOSPI,,78900,2,-1800,-2.23,80300,80400,78000,185036,14593511400,2543800000000,32200000,STK
006040,KR7006040000,동원산업,KOSPI,,49500,1,150,0.3,49350,50400,49150,19382,963831300,2494134983500,49982665,STK
278280,KR7278280003,천보,KOSDAQ GLOBAL,우량기업부,250000,1,8500,3.52,240500,253500,237000,229352,56316054500,2480000000000,10000000,KSQ
017390,KR7017390006,서울가스,KOSPI,,494500,2,-2500,-0.5,497000,499000,493500,7797,3858391500,2477500000000,5000000,STK
010060,KR7010060002,OCI,KOSPI,,100900,1,1300,1.31,99800,101300,99100,201527,20243056400,2406401533900,23849371,STK
014680,KR7014680003,한솔케미칼,KOSPI,,211000,1,11300,5.66,200000,212000,200000,86010,17862798000,2397393742500,11335195,STK
272210,KR7272210006,한화시스템,KOSPI,,12630,1,240,1.94,12400,12640,12270,690288,8627043810,2382273495290,188919389,STK
041510,KR7041510009,에스엠,KOSDAQ,우량기업부,97400,1,3100,3.29,94300,98400,93000,837836,80887362400,2327985927700,23827901,KSQ
051915,KR7051911006,LG화학우,KOSPI,,302000,1,3000,1.0,300000,303000,298500,8655,2602574000,2322017600000,7688800,STK
023530,KR7023530009,롯데쇼핑,KOSPI,,80100,1,500,0.63,79600,80600,79400,49864,3989550700,2263100400000,28288755,STK
005385,KR7005381009,현대차우,KOSPI,,92700,1,700,0.76,92000,93000,91700,28718,2649845400,2232874819400,24113119,STK
016710,KR7016710006,대성홀딩스,KOSPI,,138000,1,2400,1.77,135300,138200,135300,44223,6066425600,2220345342000,16089459,STK
004370,KR7004370003,농심,KOSPI,,364000,1,2000,0.55,363500,366500,361000,7500,2731827000,2220164330000,6082642,STK
336260,KR7336260005,두산퓨얼셀,KOSPI,,33450,1,400,1.21,33000,33550,32950,227113,7529670900,2194039821000,65493726,STK
137310,KR7137310009,에스디바이오센서,KOSPI,,21000,2,-200,-0.94,21350,21400,20800,132288,2781713950,2193499413000,104452353,STK
030000,KR7030000004,제일기획,KOSPI,,18950,1,140,0.74,18810,18950,18730,468979,8842221770,2176579977000,115041225,STK
058470,KR7058470006,리노공업,KOSDAQ GLOBAL,우량기업부,142700,2,-300,-0.21,144400,144400,140100,56683,8040575200,2167465014000,15242370,KSQ
081660,KR7081660003,휠라홀딩스,KOSPI,,35300,1,250,0.71,35150,35900,35050,164057,5793165700,2141515825500,60752222,STK
253450,KR7253450001,스튜디오드래곤,KOSDAQ,우량기업부,71200,2,-100,-0.14,71200,71600,70700,91934,6529766500,2140165057600,30058498,KSQ
204320,KR7204320006,HL만도,KOSPI,,45400,1,250,0.55,45200,46100,45000,297852,13547215400,2138896816000,46957120,STK
012750,KR7012750006,에스원,KOSPI,,54900,1,800,1.48,54300,55200,54200,86869,4761098600,2097554625600,37999178,STK
088350,KR7088350004,한화생명,KOSPI,,2415,2,-5,-0.21,2420,2450,2390,1128949,2728868065,2097499950000,868530000,STK
004170,KR7004170007,신세계,KOSPI,,211500,1,1500,0.71,210000,214000,210000,64692,13754895500,2082255781500,9845181,STK
138930,KR7138930003,BNK금융지주,KOSPI,,6350,1,40,0.63,6320,6410,6290,1027562,6520799210,2076207517020,325935246,STK
004690,KR7004690004,삼천리,KOSPI,,506000,2,-7000,-1.36,511000,516000,506000,31697,16174622000,2059952700000,4055025,STK
042700,KR7042700005,한미반도체,KOSPI,,21050,2,-50,-0.24,21800,22600,20550,7124218,153797223400,2039258376900,97339302,STK
111770,KR7111770004,영원무역,KOSPI,,45850,1,1250,2.8,45200,47000,45000,105411,4863956650,2036111954600,44311468,STK
365340,KR7365340009,성일하이텍,KOSDAQ,기술성장기업부,167400,1,100,0.06,169000,169100,165300,326659,54469881400,2005332415800,11986446,KSQ
214370,KR7214370009,케어젠,KOSDAQ,벤처기업부,184700,2,-2400,-1.28,187000,193000,183200,56789,10605497300,1982083500000,10743000,KSQ
002380,KR7002380004,KCC,KOSPI,,220000,1,500,0.23,220500,223500,217500,22630,4967616000,1946137149000,8886471,STK
026960,KR7026960005,동서,KOSPI,,19340,2,-140,-0.72,19470,19590,19320,49994,972241590,1935177000000,99700000,STK
196170,KR7196170005,알테오젠,KOSDAQ GLOBAL,기술성장기업부,37100,2,-450,-1.2,37550,39200,37000,592064,22477700200,1916492664000,51518620,KSQ
298050,KR7298050006,효성첨단소재,KOSPI,,423500,1,6500,1.56,417000,426000,416000,20461,8627825000,1899497952000,4479948,STK
032190,KR7032190001,다우데이타,KOSDAQ,우량기업부,49600,1,550,1.12,49250,49600,48700,299689,14730168150,1897765000000,38300000,KSQ
035760,KR7035760008,CJ ENM,KOSDAQ GLOBAL,우량기업부,86300,1,800,0.94,85700,86800,84600,66280,5686618100,1890293074800,21929154,KSQ
000880,KR7000880005,한화,KOSPI,,25200,3,0,0.0,25250,25650,25150,147090,3722898050,1888960122000,74958735,STK
298020,KR7298020009,효성티앤씨,KOSPI,,436000,3,0,0.0,438000,438000,432000,12299,5351394500,1886869352000,4327682,STK
001440,KR7001440007,대한전선,KOSPI,,1496,1,18,1.22,1477,1508,1465,7386928,10985506190,1861731621464,1244473009,STK
000250,KR7000250001,삼천당제약,KOSDAQ,중견기업부,80000,2,-1800,-2.2,78500,81000,77400,870039,68977093900,1827401640300,22814003,KSQ
108320,KR7108320003,LX세미콘,KOSPI,,111900,2,-4600,-3.95,115200,116200,111500,637464,72070492100,1815095880000,16264300,STK
000120,KR7000120006,CJ대한통운,KOSPI,,78100,1,100,0.13,78300,79000,77600,31743,2483397900,1788487769600,22812344,STK
005420,KR7005420005,코스모화학,KOSPI,,50600,1,650,1.3,49400,52000,49200,1993269,101291346850,1771416336800,35008228,STK
007310,KR7007310006,오뚜기,KOSPI,,441500,1,1000,0.23,442000,444500,439000,2772,1227221000,1769456945000,4007830,STK
175330,KR7175330000,JB금융지주,KOSPI,,8770,3,0,0.0,8770,8890,8650,445676,3909490180,1729509809320,196982894,STK
010120,KR7010120004,LS ELECTRIC,KOSPI,,57600,1,200,0.35,57700,57800,56300,89917,5129685000,1725000000000,30000000,STK
006360,KR7006360002,GS건설,KOSPI,,20100,3,0,0.0,20100,20350,19990,628683,12633792900,1720187949000,85581490,STK
005290,KR7005290002,동진쎄미켐,KOSDAQ,우량기업부,33200,1,150,0.45,33600,33600,32500,693258,22896539600,1704390476100,51414494,KSQ
357780,KR7357780006,솔브레인,KOSDAQ,중견기업부,217500,1,1500,0.69,218000,218500,214000,21857,4732353000,1691838105000,7778566,KSQ
051600,KR7051600005,한전KPS,KOSPI,,37500,1,900,2.46,36600,37800,36550,123060,4568230650,1687500000000,45000000,STK
240810,KR7240810002,원익IPS,KOSDAQ GLOBAL,우량기업부,34300,1,100,0.29,34700,35100,33350,365994,12466433050,1683577804300,49083901,KSQ
336370,KR7336370002,솔루스첨단소재,KOSPI,,47900,1,5100,11.92,43750,48450,43500,1353563,62811889250,1671292882000,35111195,STK
047040,KR7047040001,대우건설,KOSPI,,4000,3,0,0.0,4000,4030,3960,1014870,4048169515,1664568665190,415622638,STK
112040,KR7112040001,위메이드,KOSDAQ,우량기업부,48900,2,-1900,-3.74,49750,49750,48150,938069,45907693450,1656051138000,33796962,KSQ
003620,KR7003620002,쌍용차,KOSPI,,8760,0,0,0.0,0,0,0,0,0,1637734770240,186956024,STK
000150,KR7000150003,두산,KOSPI,,98000,1,3500,3.7,94600,98500,93500,160730,15442906200,1624292980500,16523835,STK
003380,KR7003380003,하림지주,KOSDAQ GLOBAL,우량기업부,14490,1,640,4.62,14090,14490,13920,1282000,18205158060,1617361167240,112005621,KSQ
121600,KR7121600001,나노신소재,KOSDAQ,우량기업부,147100,1,2300,1.59,144900,148900,142900,450727,65745444200,1594704951000,10848333,KSQ
093370,KR7093370005,후성,KOSPI,,16620,1,3190,23.75,13500,17190,13470,40519727,639020147660,1562470842240,94352104,STK
079550,KR7079550000,LIG넥스원,KOSPI,,70500,2,-800,-1.12,71300,71800,70000,105846,7481563300,1555400000000,22000000,STK
078600,KR7078600004,대주전자재료,KOSDAQ,우량기업부,99900,3,0,0.0,100200,101100,98300,290821,28952193400,1548059300000,15480593,KSQ
145020,KR7145020004,휴젤,KOSDAQ GLOBAL,우량기업부,124300,2,-1500,-1.19,125900,126300,123100,36190,4495487600,1538273511000,12385455,KSQ
000080,KR7000080002,하이트진로,KOSPI,,21900,2,-100,-0.45,22000,22250,21750,331112,7264181250,1535926080900,70133611,STK
034230,KR7034230003,파라다이스,KOSDAQ,중견기업부,16750,1,360,2.2,16420,16770,16310,884971,14712663000,1534602487860,91672789,KSQ
393890,KR7393890009,더블유씨피,KOSDAQ,기술성장기업부,45700,1,2900,6.78,42800,45700,42500,296651,13159744800,1531506743100,33696518,KSQ
005300,KR7005300009,롯데칠성,KOSPI,,162700,1,1300,0.81,161900,164700,161600,24385,3983021900,1509674426800,9278884,STK
011210,KR7011210002,현대위아,KOSPI,,54900,1,400,0.73,54500,55500,54400,139325,7648682900,1493010056700,27195083,STK
004000,KR7004000006,롯데정밀화학,KOSPI,,56900,1,500,0.89,56300,56900,56200,55904,3166115200,1468020000000,25800000,STK
042670,KR7042670000,현대두산인프라코어,KOSPI,,7400,1,20,0.27,7420,7520,7240,1601110,11792019630,1465426875510,197763411,STK
006280,KR7006280002,녹십자,KOSPI,,123400,1,1700,1.4,121600,123500,121000,31018,3791102700,1440950135400,11686538,STK
086900,KR7086900008,메디톡스,KOSDAQ,우량기업부,211500,2,-6500,-2.98,216500,221500,210000,90971,19542669500,1440942943500,6812969,KSQ
056190,KR7056190002,에스에프에이,KOSDAQ GLOBAL,우량기업부,39300,2,-100,-0.25,39850,40050,38550,147968,5791253200,1411214268000,35908760,KSQ
005950,KR7005950001,이수화학,KOSPI,,50400,3,0,0.0,49200,51700,48200,2057352,102568162950,1406365063200,27959544,STK
004800,KR7004800009,효성,KOSPI,,66000,1,100,0.15,65900,66600,65600,24691,1628561200,1394901855000,21071025,STK
237690,KR7237690003,에스티팜,KOSDAQ GLOBAL,벤처기업부,73300,2,-1400,-1.87,74700,74800,73300,57015,4199702100,1382444962500,18808775,KSQ
267260,KR7267260008,현대일렉트릭,KOSPI,,37600,2,-1300,-3.34,38900,38950,37400,303105,11411098100,1353569919250,36047135,STK
214150,KR7214150005,클래시스,KOSDAQ GLOBAL,우량기업부,20650,1,1400,7.27,19350,20750,19350,903306,18390674730,1340877731400,64776702,KSQ
145720,KR7145720009,덴티움,KOSPI,,119700,1,700,0.59,119000,124300,119000,80864,9838769700,1328259600000,11068830,STK
022100,KR7022100002,포스코 ICT,KOSDAQ GLOBAL,우량기업부,8700,1,60,0.69,8340,9250,8210,42660329,375777920460,1318141100430,152034729,KSQ
014820,KR7014820005,동원시스템즈,KOSPI,,45050,1,2000,4.65,43300,45100,43150,121868,5426716150,1306057254100,28991282,STK
096530,KR7096530001,씨젠,KOSDAQ,우량기업부,24900,2,-200,-0.8,24850,25250,24800,165129,4117930650,1300427250600,52225994,KSQ
016790,KR7016790008,카나리아바이오,KOSDAQ,중견기업부,27850,2,-800,-2.79,28550,29700,25600,10460622,290082477300,1293486226800,46865443,KSQ
