pub_date,title,link,content,search_word
"Tue, 09 May 2023 12:04:00 +0900",건설용 철강재도 ‘클릭 한번’으로 산다,https://n.news.naver.com/mnews/article/050/0000065394?sid=101,"

현대제철, 온라인 플랫폼 'H코어 스토어' 출시



현대제철이 출시한 'H코어 스토어(HCORE STORE)'를 이용하는 모습. 사진=현대제철 제공현대제철이 철강재 내수 판매 강화 및 디지털 판매 채널 확보를 위해 전자상거래 플랫폼 'H코어 스토어(HCORE STORE)'를 출시하고 시범 운영에 나섰다. 온라인 플랫폼에서 판매하는 제품은 철근·형강·강관 등의 건설용 강재로 시범운영기간 동안에도 제품 구매 및 견적 요청과 같은 기본적인 서비스 이용이 가능하다.현대제철은 시범 운영 기간에 사용사들의 의견을 취합하고 세부 사안들을 보완해 오는 7월 그랜드 오픈할 계획이다. 이후 온라인 판매가 자리를 잡으면 판재류 등으로 판매 품목을 확대할 예정이다. 인터페이스는 사용자의 편의성을 최우선으로 고려해 직관적인 용어와 단순한 디자인으로 구성돼 있어 지역별 제품 재고 현황을 한눈에 볼 수 있게 돼 있다.원하는 제품의 재고가 있다면 수량을 입력하고 최저가 매칭을 통해 제품을 비교해 구매할 수 있는 '바로구매' 기능, 원하는 공급사에서 단골 구매하거나 특가상품 확인이 가능한 '파트너 찾기' 기능, 재고가 없는 제품을 원하는 가격으로 견적 요청한 후 입찰을 통해 구매할 수 있는 '견적 요청' 기능 등 다양한 고객 맞춤형 기능들을 갖췄다.이번에 현대제철이 구축한 온라인 플랫폼은 제조업체와 유통, 수요가가 함께 상생할 수 있는 플랫폼이다. 철근·형강·강관 등 다양한 제품을 취급하는 50여개의 파트너 유통사가 참여하고 있다. 전국 70여곳의 하치장을 통해 전국적인 판매망을 확보하게 된다.고객사는 PC와 스마트폰을 통해 합리적인 가격으로 쉽게 H코어 제품을 구매할 수 있다. 현대제철도 온라인 판매를 통해 신규 고객들을 확보할 수 있는 윈-윈구조를 구축할 것으로 기대된다.현대제철 관계자는 ""H코어 스토어를 통해 제품 판매 전략을 온라인으로 확대하고 사용자들과 지속적인 소통으로 온라인 서비스의 완성도를 높여나갈 것""이라며 ""고객사-파트너유통사-현대제철 간 상생하는 생태계 구축에도 큰 기여를 할 것으로 기대한다""고 말했다.

",철강
"Tue, 09 May 2023 11:00:00 +0900","현대제철, 온라인 철강몰 출시",https://n.news.naver.com/mnews/article/001/0013929212?sid=101,"





    (서울=연합뉴스) 현대제철이 철강재 내수 판매를 강화하고 디지털 판매 채널을 확보하기 위해 전자상거래 플랫폼인 'HCORE STORE'를 출시, 시범 운영한다고 9일 밝혔다. 사진은 현대제철이 출시한 'HCORE STORE' 화면. 2023.5.9 [현대제철 제공. 재판매 및 DB 금지]    photo@yna.co.kr

",철강
"Tue, 09 May 2023 14:16:00 +0900",철강업계 vs 조선업체…후판 가격 인상 놓고 '기싸움',https://n.news.naver.com/mnews/article/003/0011848021?sid=101,"

기사내용 요약조선업계, 후판가격 인상하면 배 만들어도 손해철강업계, 철광석·전기료 올라 인상 불가피



[서울=뉴시스] 선박에 사용되는 '두께 6㎜ 이상 철판'(후판)의 모습.(사진=뉴시스 DB)[서울=뉴시스] 김동현 기자 = 철강업계와 조선업계가 선박에 사용하는 '두께 6㎜ 이상 철판'(후판) 가격 인상을 두고 또다시 기싸움을 벌이고 있다. 매년 철강업계와 조선업계는 후판 가격을 놓고 줄다리기를 벌이는데 올해는 갈등이 더 심각한 모양새다.철강업계는 그동안 낮은 가격으로 후판을 공급한 만큼 올해는 가격 인상이 불가피하다는 논리다. 반면 조선업계는 최근 수 년간 후판 가격이 큰 폭 올랐으므로 올해는 인상을 수용할 수 없다고 맞선다. 9일 업계에 따르면 반기 단위로 이뤄지는 후판 가격 협상에서 조선업계와 철강업계가 팽팽히 맞서고 있다. 선박 건조에 들어가는 비용 중 4분의 1 정도가 후판 비용으로 알려져 양측 모두 가격 인상에 민감할 수 밖에 없다. 현재 후판 1톤당 가격은 110~120만원으로 과거 최고점을 찍었던 2008년 1톤당 110만원을 뛰어넘은 상황이다. 2020년에는 1톤당 60만원 수준에 공급했지만 코로나19 사태 이후 원자재가격이 급등하며 후판 가격도 덩달아 뛰었다. 조선업계는 지난해 철강사들이 후판 1톤당 가격을 10만원 인하했지만 여전히 높은 가격이라고 지적한다. 일반적으로 수주 1~2년 후 선박이 건조되는 만큼 신조 계약 후 후판 가격 인상에 따른 손해가 늘어날 수 있다는 입장이다.가령 2020년 수주한 선박은 1톤당 60만원의 후판 가격을 적용해 계약을 끝냈는데 건조가 진행되는 상황에서 2023년에 1톤당 120만원 이상 후판 가격이 오르면 배를 만들어도 손실이 발생한다. 반면 철강업계는 지난해 연말 1톤당 80달러 수준에 거래됐던 철광석 가격이 올 들어 100달러 선에서 등락을 반복하는 데다 원·달러 환율 상승 및 전기료 인상 등으로 생산비용이 늘어났다는 점을 강조한다.전기료의 경우 1분기에 이어 올 2분기에 또다시 오를 조짐이다. 철강업계는 전기료가 1Kw당 1원 오를 경우 제품 생산 비용이 100억원 증가하기 때문에 전기료 인상은 제품 가격 상승을 부추길 수 있다는 입장이다.구체적인 인상 금액은 밝히지 않았지만 지난해 하반기 1톤당 10만원의 가격 인하분에 플러스 알파 수준을 더한 가격 인상이 이뤄져야 한다는 게 철강업계 입장이다. 증권가에선 올 상반기 후판 가격 인상을 정해진 수순으로 본다. 한승한 SK증권 연구원은 ""산업용 전기요금 인상과 함께 철광성 가격이 지난해 11월부터 50% 가까이 급등해 후판 가격 인상이 불가피한 측면이 있다""며 ""올해 실적 턴어라운드를 목표로 하는 조선사 입장에선 비용 부담이 커질 수 있다""고 말했다．

",철강
"Tue, 09 May 2023 16:04:00 +0900","포스코, ‘철강슬래그로 되살린 바다숲’ 울릉군으로 이관",https://n.news.naver.com/mnews/article/018/0005481694?sid=101,"

5월 10일 바다식목일 기념해 울릉군에 바다숲 이관2020년 인공어초 트리톤 설치…바다숲 조성해 관리해조류 생체량은 40배 증가·종수는 10종→18종 증가“지역 사회에 기여하도록 포스코 기술 활용해 협력”[이데일리 박순엽 기자] 포스코가 울릉도 남양리 해역에 조성한 바다숲을 울릉군에 이관했다. 포스코는 지난 2020년부터 경상북도 울릉군 서면 남양리에 조성한 바다숲에 해조류가 무성히 생장하고 치어가 붐비는 등 성과가 나타남에 따라 이를 관할 지방자치단체인 울릉군에 이관했다고 9일 밝혔다. 이는 5월 10일로 지정된 바다식목일을 기념하는 의미다. 이날 이관식 행사엔 남한권 울릉군수, 이희근 포스코 안전환경본부장, 고동준 포항산업과학연구원(RIST) 환경에너지연구소장을 포함해 경상북도 수산자원연구원, 남양리 어촌계장과 어민 등 20여명이 참석했다. 



포스코와 울릉군 관계자들이 9일 울릉군청에서 진행된 바다숲 이관식에서 기념사진을 찍고 있다. (사진=포스코)행사에선 바다숲 조성 사업 성과를 조명하고, 경상북도 수산자원연구원에서 후원한 쥐노래미 치어 3만미를 바다숲 현장에 방류하는 순서로 진행됐다. 이날 방류한 쥐노래미 치어는 어자원의 회복과 생태계 보전을 위해 경상북도 수산자원연구원에서 자체적으로 마련한 것으로, 전염병 검사를 마치고 건강한 종자를 선별해 행사에 제공됐다. 앞서 포스코는 지난 2020년 5월 인공어초 트리톤(포스코의 철강슬래그로 만든 인공어초 브랜드) 100기와 트리톤 블록 750개를 울릉도 남부 남양리 앞바다에 수중 설치해 약 0.4헥타르(ha) 규모의 바다숲을 조성했다. 트리톤 100기는 바다숲 가장자리에 설치돼 해조류가 생장하고, 트리톤 블록 750개는 중앙부에 산처럼 쌓아 어류의 서식처와 산란장 역할을 하도록 했다. 이후 포스코는 3년간 정기적인 생태 모니터링과 해조류 이식을 시행하는 등 바다숲을 관리해 왔다. 지난 2020년 9월엔 울릉도를 연이어 덮친 초강력 태풍 ‘마이삭’과 ‘하이선’으로 인공어초에 이식한 해조류가 대부분 탈락하는 등 큰 피해를 보기도 했다. 그러나 RIST에서 신규 개발한 바다 비료를 시험 적용하는 등 복원 노력을 기울여 올해 3월 해조류 피복도 100% 수준의 바다숲 조성에 성공했다.특히 울릉도 바다숲 조성을 통해 남양리 바다숲의 감태·모자반 등 해조류 생체량은 조성 초기 대비 40배 이상 증가했고, 해조류의 출현 종수는 초기 10종에서 현재 18종 이상으로 늘어났다. 또 돌돔, 자리돔, 볼락 등과 수많은 치어떼가 서식하는 등 다채로운 생태복원 효과를 보여주고 있다는 게 포스코 측 설명이다. 포스코는 바다숲에 사용한 트리톤이 효과를 거뒀다고 설명했다. 트리톤의 주재료인 철강슬래그는 해양생태계에 유용한 칼슘과 철 등 미네랄 함량이 일반 골재보다 높아 해조류 생장과 광합성을 촉진하는 효과가 있다. 이에 따라 트리톤은 훼손된 해양생태계의 수산자원을 단기간에 회복할 뿐만 아니라 생물 다양성 보전에도 기여하고 있다. 이희근 포스코 안전환경본부장은 “포스코가 기업시민으로서 지역 사회에 기여할 수 있는 방향으로 우리 기술을 활용해 꾸준히 협력해 나갈 것”이라고 말했다. 남한권 울릉군수는 “포스코가 울릉도 바다의 갯녹음 현상과 수산자원 감소에 관심을 두고 생태계 복원에 나서줘서 힘이 난다”며 “앞으로 해양생태계 보호를 위해 기업시민 포스코에서 울릉도 바다숲 조성 등 꾸준하게 지역협력 사업이 이어지길 기대한다”고 말했다. 



포스코와 울릉군이 9일 경상북도 울릉군에서 바다숲 생물다양성 보전을 위해 치어를 방류하고 있다. (사진=포스코)아울러 포스코는 그동안의 트리톤 바다숲 조성을 통한 해양생태계 보호 노력을 인정받아 지난 4월 30일 미국 보스턴칼리지 산하 기업시민연구센터에서 개최한 글로벌 기업시민 콘퍼런스(ICCC·International Corporate Citizenship Conference)에서 아시아 기업 최초로 혁신상 환경 부문(Eco-Innovator) 수상자로 선정됐다. 앞으로도 포스코는 트리톤을 활용한 바다숲 조성 활동은 물론, 철강슬래그를 활용한 친환경 바다 비료 개발 등을 통해 해양생태계 복원과 어민 소득 증대를 도모해 나간다는 계획이다.

",철강
"Tue, 09 May 2023 11:09:00 +0900","현대제철, 온라인 철강몰 ‘HCORE STORE’ 론칭",https://n.news.naver.com/mnews/article/366/0000899894?sid=101,"

			        현대제철이 철강재 내수 판매 강화 및 디지털 판매 채널 확보를 위해 전자상거래 플랫폼 ‘HCORE STORE’를 출시하고 시범 운영에 나섰다고 9일 밝혔다.HCORE STORE에서는 철근, 형강, 강관 등의 건설용 강재를 판매한다. 시범 운영 기간에도 제품 구매 및 견적요청과 같은 기본적인 서비스 이용이 가능하다. 50여개의 파트너유통사가 참여하고 있으며, 전국 70여 곳의 하치장을 통해 전국적인 판매망을 확보한다.



현대제철이 철강재 내수 판매를 강화하고 디지털 판매 채널을 확보하기 위해 전자상거래 플랫폼인 'HCORE STORE'를 출시, 시범 운영한다고 9일 밝혔다./현대제철 제공        현대제철은 사용자 의견을 취합하고 세부 사안을 보완해, 오는 7월부터 HCORE STORE를 정식 운영할 계획이다. 이후 판재류 등으로 판매 품목을 확대할 예정이다.현대제철은 “HCORE STORE의 인터페이스는 사용자의 편의성을 최우선으로 고려해 직관적인 용어와 단순한 디자인으로 구성돼 있어, 지역별 제품 재고 현황을 한눈에 볼 수 있다”라고 설명했다. HCORE STORE에서는 제품 비교구매, 견적요청 등 다양한 고객 맞춤형 기능을 이용할 수 있다.

",철강
"Tue, 09 May 2023 14:58:00 +0900","현대제철, 온라인 철강몰 'HCORE STORE' 론칭",https://n.news.naver.com/mnews/article/277/0005256481?sid=101,"

철근, 형강, 강관 등 건설용 강재 판매향후 품목 확대 예정현대제철이 철강재 내수 판매 강화 및 디지털 판매 채널 확보를 위해 전자상거래 플랫폼 '에이치 코어 스토어(HCORE STORE)'를 출시하고 시범운영에 나섰다.'HCORE STORE'에서 판매하는 제품은 철근, 형강, 강관 등의 건설용 강재로 시범운영기간 동안에도 제품 구매 및 견적요청과 같은 기본적인 서비스 이용이 가능하다.



현대제철이 출시한 'HCORE STORE'를 이용하는 모습. 사진제공=현대제철현대제철은 시범운영기간에 사용자들의 의견을 취합하고 세부 사안들을 보완해 오는 7월 그랜드 오픈할 계획이며 이후 온라인 판매가 자리를 잡으면 판재류 등으로 판매 품목을 확대할 예정이다.'HCORE STORE'의 인터페이스는 사용자의 편의성을 최우선으로 고려해 직관적인 용어와 단순한 디자인으로 구성돼 있어 지역별 제품 재고 현황을 한눈에 볼 수 있게 돼있다.또한 'HCORE STORE'는 원하는 제품의 재고가 있다면 수량을 입력하고 최저가 매칭을 통해 제품을 비교해 구매할 수 있는 '바로구매' 기능, 원하는 공급사에서 단골 구매하거나 특가상품 확인이 가능한 '파트너 찾기' 기능, 재고가 없는 제품을 원하는 가격으로 견적요청한 후 입찰을 통해 구매할 수 있는 '견적요청' 기능 등 다양한 고객 맞춤형 기능들을 갖추고 있다.이번에 현대제철이 구축한 'HCORE STORE'는 제조업체와 유통, 수요가가 함께 상생할 수 있는 플랫폼으로 철근, 형강, 강관 등 다양한 제품을 취급하는 50여개의 파트너유통사가 참여하고 있으며 전국 70여곳의 하치장을 통해 전국적인 판매망을 확보하게 된다.고객사는 PC와 스마트폰을 통해 합리적인 가격으로 쉽게 HCORE 제품을 구매할 수 있으며 현대제철 또한 온라인 판매를 통해 신규 고객들을 확보할 수 있는 윈윈구조를 구축할 것으로 기대된다.현대제철 관계자는 ""HCORE STORE를 통해 제품 판매 전략을 온라인으로 확대하고 사용자들과 지속적인 소통으로 온라인 서비스의 완성도를 높여나갈 것""이라며 ""HCORE STORE가 고객사-파트너유통사-현대제철 간 상생하는 생태계 구축에도 큰 기여를 할 것으로 기대한다""고 말했다.

",철강
"Tue, 09 May 2023 14:36:00 +0900","포스코, 울릉군에 '바다숲' 이관…""철강슬래그로 조성""",https://n.news.naver.com/mnews/article/215/0001100253?sid=101,"





포스코가 울릉도에 조성한 바다숲을 울릉군에 이관한다고 9일 밝혔다.포스코는 3년 전 울릉군 남양리에 조성한 바다숲을 조성했다. 해조류와 치어가 붐비는 등 가시적인 성과가 나타나 바다식목일을 앞두고 이관을 결정했다.이날 이관식에는 남한권 울릉군수, 이희근 포스코 안전환경본부장, 고동준 포항산업과학연구원(RIST) 환경에너지연구소장 등이 참석했다. 경상북도 수산자원연구원에서 후원한 쥐노래미 치어 3만미를 바다숲에 방류했다.포스코는 지난 2020년 5월 인공 어초 트리톤 100기와 트리톤 블록 750개를 울릉도 남부 남양리 앞바다에 설치해 약 0.4ha 규모의 바다숲을 조성했다.그리스 신화에 나오는 '바다의 신'의 이름을 딴 트리톤은 포스코가 철강 슬래그로 만든 인공 어초 브랜드다.트리톤의 주재료인 철강 슬래그는 해양 생태계에 유용한 칼슘과 철 등 미네랄 함량이 일반 골재보다 높아 해조류 생장과 광합성을 촉진하는 효과가 있다는 설명이다.울릉도 바다숲 조성을 통해 남양리 바다숲의 감태, 모자반 등 해조류 생체량은 조성 초기 대비 40배 이상 증가했다.해조류의 출현 종수는 초기 10종에서 현재 18종 이상으로 늘어났다. 여기에 돌돔, 자리돔, 볼락 등 수많은 치어떼가 서식 중이다.포스코는 트리톤 바다숲 조성을 통한 해양 생태계 보호 노력을 인정받아, 지난달 글로벌 기업시민 콘퍼런스(ICCC)에서 아시아 기업 최초로 혁신상 환경 부문 수상자로 선정됐다.향후 포스코는 트리톤을 활용한 바다숲 조성은 물론 철강 슬래그를 활용한 친환경 바다 비료 개발 등으로 해양 생태계 복원 및 어민 소득 증대를 도모할 계획이다.포스코 이희근 안전환경본부장은 ""포스코가 지역 사회에 기여할 수 있는 방향으로 우리의 기술을 활용해 지속적으로 협력해 나가겠다""고 말했다.

",철강
"Tue, 09 May 2023 13:00:00 +0900","현대제철, 온라인 철강몰 ‘HCORE STORE’ 론칭",https://n.news.naver.com/mnews/article/030/0003097273?sid=004,"





현대제철이 철강재 내수 판매를 강화하고 디지털 판매 채널을 확보하기 위해 전자상거래 플랫폼 ‘HCORE STORE’를 출시하고 시범운영에 나섰다.HCORE STORE에서 판매하는 제품은 철근, 형강, 강관 등의 건설용 강재로 시범운영기간 동안에도 제품 구매와 견적요청과 같은 기본적인 서비스를 이용할 수 있다.현대제철은 시범운영기간에 사용자의 의견을 취합하고 세부 사안을 보완해 오는 7월 그랜드 오픈할 계획이며 이후 온라인 판매가 자리를 잡으면 판재류 등으로 판매 품목을 확대할 예정이다.HCORE STORE의 인터페이스는 사용자의 편의성을 최우선으로 고려하여 직관적인 용어와 단순한 디자인으로 구성돼 있어 지역별 제품 재고 현황을 한눈에 볼 수 있다.또한 원하는 제품의 재고가 있다면 수량을 입력하고 최저가 매칭을 통해 제품을 비교해 구매할 수 있는 ‘바로구매’ 기능, 원하는 공급사에서 단골 구매하거나 특가상품 확인이 가능한 ‘파트너 찾기’ 기능, 재고가 없는 제품을 원하는 가격으로 견적요청한 후 입찰을 통해 구매할 수 있는 ‘견적요청’ 기능 등 다양한 고객 맞춤형 기능들을 갖추고 있다.HCORE STORE는 제조업체와 유통, 수요가가 함께 상생할 수 있는 플랫폼으로 철근, 형강, 강관 등 다양한 제품을 취급하는 50여개의 파트너유통사가 참여하고 있다. 전국 70여곳의 하치장을 통해 전국적인 판매망을 확보하게 된다.고객사는 PC와 스마트폰을 통해 합리적인 가격으로 쉽게 HCORE 제품을 구매할 수 있으며 현대제철 또한 온라인 판매를 통해 신규 고객들을 확보할 수 있는 윈윈구조를 구축할 것으로 기대된다.현대제철 관계자는 “HCORE STORE를 통해 제품 판매 전략을 온라인으로 확대하고 사용자들과 지속적인 소통으로 온라인 서비스의 완성도를 높여나갈 것”이라며 “HCORE STORE가 고객사-파트너유통사-현대제철 간 상생하는 생태계 구축에도 큰 기여를 할 것으로 기대한다”고 말했다.

",철강
"Tue, 09 May 2023 10:55:00 +0900","현대제철, 온라인 철강몰 출시…철근 등 건설용 강재 판매",https://n.news.naver.com/mnews/article/001/0013929174?sid=101,"





현대제철이 출시한 'HCORE STORE[현대제철 제공. 재판매 및 DB 금지]     (서울=연합뉴스) 이슬기 기자 = 현대제철은 철강재 내수 판매를 강화하고 디지털 판매 채널을 확보하기 위해 전자상거래 플랫폼인 'HCORE STORE'를 출시, 시범 운영한다고 9일 밝혔다.    해당 플랫폼에서는 철근, 형강, 강관 등 건설용 강재를 판매한다. 시범운영 기간에도 제품 구매와 견적요청 등 서비스 이용이 가능하다.    이용자는 원하는 제품의 재고 수량을 입력한 뒤 최저가 매칭을 통해 제품을 비교·구매할 수 있고, 원하는 공급사에 단골 구매하거나 특가상품을 확인할 수 있다.     현대제철은 시범운영 기간 사용자의 의견을 취합하고 세부 사안을 보완해 오는 7월 본격 오픈할 계획이다.     현대제철 관계자는 ""HCORE STORE를 통해 제품 판매 전략을 온라인으로 확대하고 사용자와 지속적인 소통으로 온라인 서비스의 완성도를 높여나갈 것""이라며 ""고객사·파트너유통사·현대제철 간 상생하는 생태계 구축에도 크게 기여할 것""이라고 말했다.    wise@yna.co.kr

",철강
"Tue, 09 May 2023 10:59:00 +0900","현대제철, 온라인 철강몰 'H코어 스토어' 출시",https://n.news.naver.com/mnews/article/003/0011847412?sid=101,"





[서울=뉴시스]현대제철이 철강재 내수 판매 강화 및 디지털 판매 채널 확보를 위해 전자상거래 플랫폼 'H코어 스토어'를 론칭했다.(사진=현대제철 제공)[서울=뉴시스] 김동현 기자 = 현대제철이 철강재 내수 판매 강화 및 디지털 판매 채널 확보를 위해 전자상거래 플랫폼 'H코어 스토어'를 선보였다고 9일 밝혔다. H코어 스토어에서 판매하는 제품은 철근, 형강, 강관 등 건설용 강재다. 현대제철은 시범 운영 기간을 거쳐 오는 7월 그랜드 오픈할 계획이다. 이 플랫폼의 인터페이스는 사용자 편의성을 최우선으로 고려해 직관적인 용어와 단순한 디자인으로 구성했다. 원하는 제품 재고가 있다면 수량을 입력하고 최저가 매칭을 통해 제품을 비교 구매할 수 있다. 원하는 공급사에서 단골 구매하거나 특가상품 확인이 가능한 '파트너 찾기'도 제공한다. 재고가 없는 제품을 원하는 가격으로 견적 요청한 후 입찰을 통해 구매할 수 있는 '견적요청' 서비스도 있다.

",철강
