¡æ∏Òƒ⁄µÂ,¡æ∏Ò∏Ì,≥Ø¬•,∞≥¿Œ,ø‹±π¿Œ,±‚∞¸∞Ë,±›¿∂≈ı¿⁄,∫∏«Ë,≈ıΩ≈,¿∫«‡,±‚≈∏±›¿∂,ø¨±‚±›,±‚≈∏π˝¿Œ,±‚≈∏ø‹¿Œ,ªÁ∏∆›µÂ
A108860,ºøπŸΩ∫AI,20220714,-10541,15918,-16,-16,0,0,0,0,0,-100,-5261,0
A108860,ºøπŸΩ∫AI,20220713,-26309,29429,-15,-15,0,0,0,0,0,103,-3208,0
A108860,ºøπŸΩ∫AI,20220715,40067,-44034,-10,-10,0,0,0,0,0,1396,2581,0
A108860,ºøπŸΩ∫AI,20220718,-29682,33831,0,0,0,0,0,0,0,-1241,-2907,0
A108860,ºøπŸΩ∫AI,20220720,-15748,16341,27,27,0,0,0,0,0,-517,-103,0
A108860,ºøπŸΩ∫AI,20220719,-5538,5183,0,0,0,0,0,0,0,-517,872,0
A108860,ºøπŸΩ∫AI,20220722,84490,-82237,-45,-45,0,0,0,0,0,-1824,-383,0
A108860,ºøπŸΩ∫AI,20220721,58440,-55988,-51,-51,0,0,0,0,0,-1823,-576,0
A108860,ºøπŸΩ∫AI,20220726,-18570,9159,-9,-9,0,0,0,0,0,6209,3212,0
A108860,ºøπŸΩ∫AI,20220725,-15245,6030,0,0,0,0,0,0,0,6209,3006,0
A108860,ºøπŸΩ∫AI,20220728,36857,-38866,-1,-1,0,0,0,0,0,602,1410,0
A108860,ºøπŸΩ∫AI,20220727,-284,317,-1,-1,0,0,0,0,0,10,-41,0
A108860,ºøπŸΩ∫AI,20220729,-51568,50575,-8,-8,0,0,0,0,0,5867,-4866,0
A108860,ºøπŸΩ∫AI,20220801,-1912,-248,29,29,0,0,0,0,0,2069,62,0
A108860,ºøπŸΩ∫AI,20220803,38406,-52208,46,46,0,0,0,0,0,12844,912,0
A108860,ºøπŸΩ∫AI,20220802,40538,-47281,51,51,0,0,0,0,0,5987,705,0
A108860,ºøπŸΩ∫AI,20220805,12461,812,-99,-99,0,0,0,0,0,-10734,-2437,0
A108860,ºøπŸΩ∫AI,20220804,-13359,25430,-98,-98,0,0,0,0,0,-9582,-2390,0
A108860,ºøπŸΩ∫AI,20220809,-3689,5737,-16,-16,0,0,0,0,0,-2557,524,0
A108860,ºøπŸΩ∫AI,20220808,-24952,21751,6,6,0,0,0,0,0,2080,1114,0
A108860,ºøπŸΩ∫AI,20220811,-3649,36868,-34951,2,0,-34953,0,0,0,946,785,0
A108860,ºøπŸΩ∫AI,20220810,63452,-31409,-34953,0,0,-34953,0,0,0,1034,1875,0
A108860,ºøπŸΩ∫AI,20220812,-21759,24254,3,3,0,0,0,0,0,-1183,-1314,0
A108860,ºøπŸΩ∫AI,20220817,-2266,-1483,2930,23,0,2907,0,0,0,634,182,0
A108860,ºøπŸΩ∫AI,20220816,2989,-3734,2906,-1,0,2907,0,0,0,370,-2532,0
A108860,ºøπŸΩ∫AI,20220819,74559,-74787,25,25,0,0,0,0,0,-702,903,0
A108860,ºøπŸΩ∫AI,20220818,53605,-53491,5,5,0,0,0,0,0,-712,593,0
A108860,ºøπŸΩ∫AI,20220823,32992,-34396,37,37,0,0,0,0,0,295,1071,0
A108860,ºøπŸΩ∫AI,20220822,34891,-35490,35,35,0,0,0,0,0,0,564,0
A108860,ºøπŸΩ∫AI,20220825,28328,-27207,6,6,0,0,0,0,0,0,-1128,0
A108860,ºøπŸΩ∫AI,20220824,31159,-31158,4,4,0,0,0,0,0,0,-5,0
A108860,ºøπŸΩ∫AI,20220826,27354,-26436,9,9,0,0,0,0,0,-248,-680,0
A108860,ºøπŸΩ∫AI,20220829,-2079,2701,60,60,0,0,0,0,0,-207,-475,0
A108860,ºøπŸΩ∫AI,20220831,-14709,13741,38,38,0,0,0,0,0,-725,1654,0
A108860,ºøπŸΩ∫AI,20220830,-14442,12031,20,20,0,0,0,0,0,-725,3116,0
A108860,ºøπŸΩ∫AI,20220902,12340,-10936,3,3,0,0,0,0,0,0,-1407,0
A108860,ºøπŸΩ∫AI,20220901,3677,-2280,1,1,0,0,0,0,0,0,-1399,0
A108860,ºøπŸΩ∫AI,20220906,-38192,38644,25,25,0,0,0,0,0,225,-701,0
A108860,ºøπŸΩ∫AI,20220905,-3861,4340,9,9,0,0,0,0,0,0,-488,0
A108860,ºøπŸΩ∫AI,20220908,3938,-12031,8153,8153,0,0,0,0,0,154,-216,0
A108860,ºøπŸΩ∫AI,20220907,28368,-28433,0,0,0,0,0,0,0,-1,65,0
A108860,ºøπŸΩ∫AI,20220914,1364,22604,-8267,3,0,-2642,0,0,0,-15523,-178,-5626
A108860,ºøπŸΩ∫AI,20220913,-296,21075,-5647,3,0,-22,0,0,0,-15523,391,-5626
A108860,ºøπŸΩ∫AI,20220916,-3428,2485,23,23,0,0,0,0,0,1034,-113,0
A108860,ºøπŸΩ∫AI,20220915,-2462,1393,55,55,0,0,0,0,0,1034,-20,0
A108860,ºøπŸΩ∫AI,20220920,8132,-8081,3,3,0,0,0,0,0,0,-53,0
A108860,ºøπŸΩ∫AI,20220919,17102,-17172,0,0,0,0,0,0,0,0,71,0
A108860,ºøπŸΩ∫AI,20220922,15805,-20694,6252,5,0,3452,0,0,0,243,-1607,2796
A108860,ºøπŸΩ∫AI,20220921,-24756,15723,10562,2,0,7764,0,0,0,0,-1530,2796
A108860,ºøπŸΩ∫AI,20220923,46891,-41277,-4666,1582,0,-35,0,0,0,-1281,334,-6212
A108860,ºøπŸΩ∫AI,20220926,31899,-33516,1669,1247,0,422,0,0,0,-517,465,0
A108860,ºøπŸΩ∫AI,20220928,80468,-83909,-2830,-2830,0,0,0,0,0,4309,1961,0
A108860,ºøπŸΩ∫AI,20220927,30241,-33694,-2831,-2831,0,0,0,0,0,5173,1111,0
A108860,ºøπŸΩ∫AI,20220930,-47891,47856,261,261,0,0,0,0,0,-419,194,0
A108860,ºøπŸΩ∫AI,20220929,-15912,16143,189,189,0,0,0,0,0,-419,0,0
A108860,ºøπŸΩ∫AI,20221004,-39756,39779,193,193,0,0,0,0,0,-215,0,0
A108860,ºøπŸΩ∫AI,20221006,-16168,3315,1900,-443,0,0,0,0,0,12035,-1082,2342
A108860,ºøπŸΩ∫AI,20221005,22601,-25169,1925,-418,0,0,0,0,0,10,633,2342
A108860,ºøπŸΩ∫AI,20221007,3905,-5006,533,533,0,0,0,0,0,0,568,0
A108860,ºøπŸΩ∫AI,20221012,45233,-45132,-544,-544,0,0,0,0,0,0,440,0
A108860,ºøπŸΩ∫AI,20221011,44949,-44691,-544,-544,0,0,0,0,0,0,284,0
A108860,ºøπŸΩ∫AI,20221014,-79760,80541,0,0,0,0,0,0,0,-1034,254,0
A108860,ºøπŸΩ∫AI,20221013,-8177,8957,0,0,0,0,0,0,0,-1034,255,0
A108860,ºøπŸΩ∫AI,20221018,-54465,54465,0,0,0,0,0,0,0,0,0,0
A108860,ºøπŸΩ∫AI,20221017,-43710,43690,0,0,0,0,0,0,0,0,20,0
A108860,ºøπŸΩ∫AI,20221020,-15856,15702,-301,-117,0,-184,0,0,0,0,454,0
A108860,ºøπŸΩ∫AI,20221019,-13857,13952,-293,-109,0,-184,0,0,0,0,198,0
A108860,ºøπŸΩ∫AI,20221021,10153,-10147,-6,-6,0,0,0,0,0,0,0,0
A108860,ºøπŸΩ∫AI,20221024,-31280,31223,56,56,0,0,0,0,0,0,0,0
A108860,ºøπŸΩ∫AI,20221026,-5521,6499,-66,-66,0,0,0,0,0,-1440,527,0
A108860,ºøπŸΩ∫AI,20221025,-12821,12884,-64,-64,0,0,0,0,0,0,0,0
A108860,ºøπŸΩ∫AI,20221028,-1962,1542,723,-1,0,723,0,0,0,2,-305,0
A108860,ºøπŸΩ∫AI,20221027,-20531,19805,723,-1,0,723,0,0,0,312,-309,0
A108860,ºøπŸΩ∫AI,20221101,-30372,30371,0,0,0,0,0,0,0,0,1,0
A108860,ºøπŸΩ∫AI,20221031,-13535,13535,0,0,0,0,0,0,0,0,0,0
A108860,ºøπŸΩ∫AI,20221103,19704,-20365,259,0,0,0,0,0,0,0,401,258
A108860,ºøπŸΩ∫AI,20221102,29271,-29530,0,0,0,0,0,0,0,0,258,0
A108860,ºøπŸΩ∫AI,20221104,3689,-3737,0,0,0,0,0,0,0,0,47,0
